first_name,dk_id,player_name,last_name,position,birth_date,team_id,id,dk_position,dk_id,city,updated_at,created_at,abbreviation,id,team_name
Jordan,3,Jordan Hamilton,Hamilton,Guard-Forward,1990-10-06,1610612740,202706,,3,New Orleans,2015-10-21 15:29:41,2015-10-21 15:29:41,NOP,202706,Pelicans
Norris,3,Norris Cole,Cole,Guard,1988-10-13,1610612740,202708,PG,3,New Orleans,2015-10-21 15:29:41,2015-10-21 15:29:41,NOP,202708,Pelicans
Anthony,3,Anthony Davis,Davis,Forward-Center,1993-03-11,1610612740,203076,PF,3,New Orleans,2015-10-21 15:29:41,2015-10-21 15:29:41,NOP,203076,Pelicans
James,3,James Southerland,Southerland,Forward,1990-04-28,1610612740,203480,,3,New Orleans,2015-10-21 15:29:41,2015-10-21 15:29:41,NOP,203480,Pelicans
James,3,James Ennis,Ennis,Forward,1990-07-01,1610612740,203516,SG,3,New Orleans,2015-10-21 15:29:41,2015-10-21 15:29:41,NOP,203516,Pelicans
Tim,3,Tim Frazier,Frazier,Guard,1990-11-01,1610612740,204025,PG,3,New Orleans,2015-10-21 15:29:41,2015-10-21 15:29:41,NOP,204025,Pelicans
Bryce,3,Bryce Dejean-Jones,Dejean-Jones,Guard,1992-08-21,1610612740,1626214,,3,New Orleans,2015-10-21 15:29:41,2015-10-21 15:29:41,NOP,1626214,Pelicans
Richard,4,Richard Hamilton,Hamilton,Guard,1978-02-14,1610612741,1888,,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,1888,Bulls
Pau,4,Pau Gasol,Gasol,Center-Forward,1980-07-06,1610612741,2200,PF,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,2200,Bulls
Vladimir,4,Vladimir Radmanovic,Radmanovic,Forward,1980-11-19,1610612741,2209,,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,2209,Bulls
Mike,4,Mike James,James,Guard,1975-06-23,1610612741,2229,,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,2229,Bulls
Brian,4,Brian Scalabrine,Scalabrine,Forward,1978-03-18,1610612741,2243,,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,2243,Bulls
Mike,4,Mike Dunleavy,Dunleavy,Guard-Forward,1980-09-15,1610612741,2399,SF,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,2399,Bulls
Ronnie,4,Ronnie Brewer,Brewer,Forward,1985-03-20,1610612741,200758,,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,200758,Bulls
Joakim,4,Joakim Noah,Noah,Center,1985-02-25,1610612741,201149,C,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,201149,Bulls
Daequan,4,Daequan Cook,Cook,Guard,1987-04-28,1610612741,201161,,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,201161,Bulls
Aaron,4,Aaron Brooks,Brooks,Guard,1985-01-14,1610612741,201166,PG,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,201166,Bulls
Derrick,4,Derrick Rose,Rose,Guard,1988-10-04,1610612741,201565,PG,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,201565,Bulls
Taj,4,Taj Gibson,Gibson,Forward,1985-06-24,1610612741,201959,PF,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,201959,Bulls
Nikola,4,Nikola Mirotic,Mirotic,Forward,1991-02-11,1610612741,202703,PF,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,202703,Bulls
Jimmy,4,Jimmy Butler,Butler,Guard-Forward,1989-09-14,1610612741,202710,SG,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,202710,Bulls
E'Twaun,4,E'Twaun Moore,Moore,Guard,1989-02-25,1610612741,202734,SG,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,202734,Bulls
Justin,4,Justin Holiday,Holiday,Guard,1989-04-05,1610612741,203200,SG,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,203200,Bulls
Tony,4,Tony Snell,Snell,Forward,1991-11-10,1610612741,203503,SG,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,203503,Bulls
Doug,4,Doug McDermott,McDermott,Forward,1992-01-03,1610612741,203926,SF,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,203926,Bulls
Cameron,4,Cameron Bairstow,Bairstow,Forward-Center,1990-12-07,1610612741,203946,PF,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,203946,Bulls
Bobby,4,Bobby Portis,Portis,Forward,1995-02-10,1610612741,1626171,PF,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,1626171,Bulls
Cristiano,4,Cristiano Felicio,Felicio,Forward-Center,1992-07-07,1610612741,1626245,,4,Chicago,2015-10-21 15:29:41,2015-10-21 15:29:41,CHI,1626245,Bulls
Peja,6,Peja Stojakovic,Stojakovic,Forward,1977-06-09,1610612742,978,,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,978,Mavericks
Dirk,6,Dirk Nowitzki,Nowitzki,Forward,1978-06-19,1610612742,1717,PF,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,1717,Mavericks
Brian,6,Brian Cardinal,Cardinal,Forward,1977-05-02,1610612742,2073,,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,2073,Mavericks
Zaza,6,Zaza Pachulia,Pachulia,Center,1984-02-10,1610612742,2585,C,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,2585,Mavericks
Devin,6,Devin Harris,Harris,Guard,1983-02-27,1610612742,2734,PG,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,2734,Mavericks
Delonte,6,Delonte West,West,Guard,1983-07-26,1610612742,2753,,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,2753,Mavericks
Raymond,6,Raymond Felton,Felton,Guard,1984-06-26,1610612742,101109,PG,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,101109,Mavericks
Charlie,6,Charlie Villanueva,Villanueva,Forward,1984-08-24,1610612742,101111,PF,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,101111,Mavericks
Deron,6,Deron Williams,Williams,Guard,1984-06-26,1610612742,101114,PG,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,101114,Mavericks
David,6,David Lee,Lee,Forward-Center,1983-04-29,1610612742,101135,PF,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,101135,Mavericks
Kelenna,6,Kelenna Azubuike,Azubuike,Guard,1983-12-16,1610612742,101235,,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,101235,Mavericks
Jose Juan,6,Jose Juan Barea,Barea,Guard,1984-06-26,1610612742,200826,,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,200826,Mavericks
Jianlian,6,Yi Jianlian,Yi,Forward,1987-10-27,1610612742,201146,,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,201146,Mavericks
JaVale,6,JaVale McGee,McGee,Center,1988-01-19,1610612742,201580,C,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,201580,Mavericks
Rodrigue,6,Rodrigue Beaubois,Beaubois,Guard,1988-02-24,1610612742,201958,,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,201958,Mavericks
Wesley,6,Wesley Matthews,Matthews,Guard-Forward,1986-10-14,1610612742,202083,SG,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,202083,Mavericks
Jeremy,6,Jeremy Evans,Evans,Forward,1987-10-24,1610612742,202379,SF,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,202379,Mavericks
Chandler,6,Chandler Parsons,Parsons,Forward,1988-10-25,1610612742,202718,SF,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,202718,Mavericks
Josh,6,Josh Akognon,Akognon,Guard,1986-02-10,1610612742,203006,,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,203006,Mavericks
Bernard,6,Bernard James,James,Center,1985-02-07,1610612742,203108,,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,203108,Mavericks
Dwight,6,Dwight Powell,Powell,Forward-Center,1991-07-20,1610612742,203939,PF,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,203939,Mavericks
Justin,6,Justin Anderson,Anderson,Guard-Forward,1993-11-19,1610612742,1626147,SF,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,1626147,Mavericks
Salah,6,Salah Mejri,Mejri,Center,1986-06-15,1610612742,1626257,C,6,Dallas,2015-10-21 15:29:41,2015-10-21 15:29:41,DAL,1626257,Mavericks
Mike,7,Mike Miller,Miller,Guard-Forward,1980-02-19,1610612743,2034,SG,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,2034,Nuggets
Jameer,7,Jameer Nelson,Nelson,Guard,1982-02-09,1610612743,2749,PG,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,2749,Nuggets
Wilson,7,Wilson Chandler,Chandler,Forward,1987-05-10,1610612743,201163,SF,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,201163,Nuggets
Rudy,7,Rudy Fernandez,Fernandez,Guard,1985-04-04,1610612743,201164,,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,201164,Nuggets
Danilo,7,Danilo Gallinari,Gallinari,Forward,1988-08-08,1610612743,201568,SF,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,201568,Nuggets
D.J.,7,D.J. Augustin,Augustin,Guard,1987-11-10,1610612743,201571,PG,7,Denver,2015-10-21 15:29:41,2015-10-21 15:29:41,DEN,201571,Nuggets
